tax_id,tax_level,genus_tax_id,name,common_name,category,is_phage,nt_bpm,nt_base_count,nt_count,nt_contigs,nt_contig_b,nt_percent_identity,nt_alignment_length,nt_e_value,nr_bpm,nr_base_count,nr_count,nr_contigs,nr_contig_b,nr_percent_identity,nr_alignment_length,nr_e_value,species_tax_ids,known_pathogen
2734141,1,2733130,Dickeya virus JA11,"",viruses,true,0.636422,1358,2,,,94.9595,660.0,10^-242.495,,,,,,,,,,0
2283030,1,2733130,Dickeya phage vB_DsoM_JA13,"",viruses,true,1.31877,2814,5,,,96.1664,527.6,10^-270.164,,,,,,,,,,0
2733124,2,2733124,Phapecoctavirus,"",viruses,true,5.47472,11682,13,,,92.8435,855.692,10^-279.801,,,,,,,,,"[2793345, 2761708, 2734131, 2697090, 2696458, 2696455, 2696432, 2695845]",0
2793345,1,2733124,Dompiswa phage TSP7_1,"",viruses,true,0.492078,1050,1,,,91.594,1035.0,10^-307.653,,,,,,,,,,0
2761708,1,2733124,Escherichia phage PNJ1809-36,"",viruses,true,0.807946,1724,3,,,90.248,538.0,10^-269.151,,,,,,,,,,0
2734131,1,2733124,Escherichia virus phAPEC8,"",viruses,true,0.532851,1137,2,,,95.517,427.0,10^-252.697,,,,,,,,,,0
2697090,1,2733124,Escherichia phage vB_EcoM_UP17,"",viruses,true,1.38907,2964,3,,,94.561,970.333,10^-286.359,,,,,,,,,,0
2696458,1,2733124,Escherichia phage ukendt,"",viruses,true,0.927919,1980,1,,,93.017,1962.0,10^-307.653,,,,,,,,,,0
2696455,1,2733124,Escherichia phage tuntematon,"",viruses,true,0.203861,435,1,,,95.25,400.0,10^-234.877,,,,,,,,,,0
2696432,1,2733124,Escherichia phage nieznany,"",viruses,true,0.775609,1655,1,,,93.036,1637.0,10^-307.653,,,,,,,,,,0
2695845,1,2733124,Escherichia phage phAPEC8_ev052,"",viruses,true,0.345392,737,1,,,88.608,711.0,10^-307.653,,,,,,,,,,0
2733105,2,2733105,Goslarvirus,"",viruses,true,1.09476,2336,3,,,93.7887,750.0,10^-280.367,,,,,,,,,[2734109],0
2734109,1,2733105,Escherichia virus Goslar,"",viruses,true,1.09476,2336,3,,,93.7887,750.0,10^-280.367,,,,,,,,,,0
2733102,2,2733102,Derbicusvirus,"",viruses,true,1.68478,3595,4,,,90.324,858.5,10^-282.601,,,,,,,,,[1195085],0
1195085,1,2733102,Cronobacter phage CR5,"",viruses,true,1.68478,3595,4,,,90.324,858.5,10^-282.601,,,,,,,,,,0
2733095,2,2733095,Barbavirus,"",viruses,true,0.258224,551,1,,,89.03,474.0,10^-240.292,,,,,,,,,[2565676],0
2565676,1,2733095,Rheinheimera phage vB_RspM_Barba28S,"",viruses,true,0.258224,551,1,,,89.03,474.0,10^-240.292,,,,,,,,,,0
2732686,2,2732686,Kayfunavirus,"",viruses,false,2.13234,4550,2,,,87.4335,1962.5,10^-307.653,,,,,,,,,"[2762279, 2733641]",0
2762279,1,2732686,Escherichia phage DY1,"",viruses,true,0.6472,1381,1,,,90.95,1326.0,10^-307.653,,,,,,,,,,0
2733641,1,2732686,Escherichia virus LM33P1,"",viruses,false,1.48514,3169,1,,,83.917,2599.0,10^-307.653,,,,,,,,,,0
2732038,2,2732038,Shenzhenvirus,"",viruses,false,10.1106,21574,19,,,90.0868,921.368,10^-283.002,,,,,,,,,"[2733999, 2733998]",0
2733999,1,2732038,Aeromonas virus AhSzw1,"",viruses,false,5.11949,10924,11,,,89.9485,757.818,10^-275.554,,,,,,,,,,0
2733998,1,2732038,Aeromonas virus AhSzq1,"",viruses,false,4.99108,10650,8,,,90.2771,1146.25,10^-293.244,,,,,,,,,,0
2732017,2,2732017,Epseptimavirus,"",viruses,false,0.220264,470,1,,,92.199,423.0,10^-231.421,48.4074,103292,126,1,103292,37.4,441.0,10^-60.8633,[2713318],0
2713318,1,2732017,Salmonella phage rutana,"",viruses,true,0.220264,470,1,,,92.199,423.0,10^-231.421,48.4074,103292,126,1,103292,37.4,441.0,10^-60.8633,,0
2719313,2,2719313,Enterocloster,"",bacteria,false,5.87589,12538,10,,,92.4101,1142.9,10^-268.722,,,,,,,,,[208479],0
208479,1,2719313,Enterocloster bolteae,"",bacteria,false,5.87589,12538,10,,,92.4101,1142.9,10^-268.722,,,,,,,,,,0
2719231,2,2719231,Lacrimispora,"",bacteria,false,9.18968,19609,9,,,92.9489,816.889,10^-269.656,,,,,,,,,[84030],0
84030,1,2719231,Lacrimispora saccharolytica,"",bacteria,false,9.18968,19609,9,,,92.9489,816.889,10^-269.656,,,,,,,,,,0
2717089,2,2717089,Massilistercora,"",bacteria,false,0.218858,467,1,,,91.499,447.0,10^-241.004,,,,,,,,,[2086584],0
2086584,1,2717089,Massilistercora timonensis,"",bacteria,false,0.218858,467,1,,,91.499,447.0,10^-241.004,,,,,,,,,,0
2715734,2,2715734,Candidatus Chazhemtobacterium,"",bacteria,false,0.578778,1235,2,,,93.6805,582.5,10^-287.364,,,,,,,,,[2715735],0
2715735,1,2715734,Candidatus Chazhemtobacterium aquaticus,"",bacteria,false,0.578778,1235,2,,,93.6805,582.5,10^-287.364,,,,,,,,,,0
2715289,2,2715289,Amniculibacterium,"",bacteria,false,1.61027,3436,4,,,93.6482,817.75,10^-307.653,,,,,,,,,[2767188],0
2767188,1,2715289,Amniculibacterium sp. G2-70,"",bacteria,false,1.61027,3436,4,,,93.6482,817.75,10^-307.653,,,,,,,,,,0
2706000,2,2706000,Casimicrobium,"",bacteria,false,1.63136,3481,2,,,94.173,1637.0,10^-279.49,,,,,,,,,[2591109],0
2591109,1,2706000,Casimicrobium huifangae,"",bacteria,false,1.63136,3481,2,,,94.173,1637.0,10^-279.49,,,,,,,,,,0
2703676,2,2703676,Metalysinibacillus,"",bacteria,false,0.185584,396,1,,,96.765,340.0,10^-204.755,,,,,,,,,[1461583],0
1461583,1,2703676,Metalysinibacillus saudimassiliensis,"",bacteria,false,0.185584,396,1,,,96.765,340.0,10^-204.755,,,,,,,,,,0
2692382,2,2692382,Gudongella,"",bacteria,false,36.8946,78726,33,,,87.5099,1387.91,10^-299.08,,,,,,,,,[1582259],0
1582259,1,2692382,Gudongella oleilytica,"",bacteria,false,36.8946,78726,33,,,87.5099,1387.91,10^-299.08,,,,,,,,,,0
2678885,2,2678885,Faecalibacillus,"",bacteria,false,3.55562,7587,10,,,93.7869,736.1,10^-290.747,,,,,,,,,[1982626],0
1982626,1,2678885,Faecalibacillus intestinalis,"",bacteria,false,3.55562,7587,10,,,93.7869,736.1,10^-290.747,,,,,,,,,,0
2661800,2,2661800,Georhizobium,"",bacteria,false,2.7144,5792,1,,,87.644,2339.0,10^-307.653,,,,,,,,,[2341112],0
2341112,1,2661800,Georhizobium profundi,"",bacteria,false,2.7144,5792,1,,,87.644,2339.0,10^-307.653,,,,,,,,,,0
2650549,2,2650549,Hydrocarboniclastica,"",bacteria,false,1.96503,4193,1,,,88.349,2077.0,10^-307.653,,,,,,,,,[2259620],0
2259620,1,2650549,Hydrocarboniclastica marina,"",bacteria,false,1.96503,4193,1,,,88.349,2077.0,10^-307.653,,,,,,,,,,0
2603323,2,2603323,Petrocella,"",bacteria,false,4.71786,10067,4,,,88.926,1130.75,10^-296.132,,,,,,,,,[2173034],0
2173034,1,2603323,Petrocella atlantisensis,"",bacteria,false,4.71786,10067,4,,,88.926,1130.75,10^-296.132,,,,,,,,,,0
2596745,2,2596745,Limnospira,"",bacteria,false,2.33433,4981,1,,,90.157,1270.0,10^-307.653,,,,,,,,,[54297],0
54297,1,2596745,Limnospira fusiformis,"",bacteria,false,2.33433,4981,1,,,90.157,1270.0,10^-307.653,,,,,,,,,,0
2591381,2,2591381,Dysosmobacter,"",bacteria,false,3.21163,6853,9,,,92.8862,668.111,10^-256.009,,,,,,,,,[2093857],0
2093857,1,2591381,Dysosmobacter welbionis,"",bacteria,false,3.21163,6853,9,,,92.8862,668.111,10^-256.009,,,,,,,,,,0
2569097,2,2569097,Anaerobutyricum,"",bacteria,false,12.1843,25999,24,,,93.177,910.208,10^-269.383,,,,,,,,,[39488],0
39488,1,2569097,Anaerobutyricum hallii,"",bacteria,false,12.1843,25999,24,,,93.177,910.208,10^-269.383,,,,,,,,,,0
2560245,2,2560245,Unahavirus,"",viruses,true,0.261036,557,1,,,94.084,524.0,10^-303.378,,,,,,,,,[2686250],0
2686250,1,2560245,Flavobacterium phage vB_FspS_laban6-1,"",viruses,true,0.261036,557,1,,,94.084,524.0,10^-303.378,,,,,,,,,,0
2560233,2,2560233,Sugarlandvirus,"",viruses,true,2.97825,6355,8,,,93.7089,715.125,10^-250.953,,,,,,,,,"[2736185, 2662137, 2653643, 2601622, 2562542, 2560546]",0
2736185,1,2560233,Klebsiella phage vB_Kpn_B01,"",viruses,true,0.222607,475,1,,,96.009,426.0,10^-255.435,,,,,,,,,,0
2662137,1,2560233,Bacteriophage Eos,"",viruses,true,0.475676,1015,1,,,91.598,976.0,10^-307.653,,,,,,,,,,0
2653643,1,2560233,Klebsiella phage AmPh_EK80,"",viruses,true,0.168244,359,1,,,96.104,308.0,10^-181.468,,,,,,,,,,0
2601622,1,2560233,Klebsiella phage KPN4,"",viruses,true,0.350547,748,1,,,91.233,730.0,10^-307.653,,,,,,,,,,0
2562542,1,2560233,Klebsiella phage Spivey,"",viruses,true,0.15934,340,1,,,95.89,292.0,10^-170.512,,,,,,,,,,0
2560546,1,2560233,Klebsiella virus Sugarland,"",viruses,true,1.60183,3418,3,,,92.9457,996.333,10^-261.636,,,,,,,,,,0
2560208,2,2560208,Popoffvirus,"",viruses,true,1.89567,4045,2,,,86.5445,763.0,10^-273.638,,,,,,,,,[2560283],0
2560283,1,2560208,Aeromonas virus 56,"",viruses,true,1.89567,4045,2,,,86.5445,763.0,10^-273.638,,,,,,,,,,0
2560202,2,2560202,Phimunavirus,"",viruses,true,0.306026,653,1,,,91.321,507.0,10^-273.886,,,,,,,,,[2652427],0
2652427,1,2560202,Pectobacterium phage CX5-1,"",viruses,true,0.306026,653,1,,,91.321,507.0,10^-273.886,,,,,,,,,,0
2560176,2,2560176,Mimasvirus,"",viruses,true,1.09195,2330,3,,,94.53,751.667,10^-228.317,,,,,,,,,"[2560628, 2560400]",0
2560628,1,2560176,Pectinobacterium virus CBB,"",viruses,true,0.911985,1946,2,,,94.0875,953.0,10^-240.447,,,,,,,,,,0
2560400,1,2560176,Cronobacter virus GAP32,"",viruses,true,0.17996,384,1,,,95.415,349.0,10^-204.058,,,,,,,,,,0
2560175,2,2560175,Metrivirus,"",viruses,true,0.814507,1738,2,,,91.0225,824.5,10^-251.062,,,,,,,,,[2560269],0
2560269,1,2560175,Acinetobacter virus ME3,"",viruses,true,0.814507,1738,2,,,91.0225,824.5,10^-251.062,,,,,,,,,,0
2560156,2,2560156,Jesfedecavirus,"",viruses,true,2.67597,5710,2,,,89.131,2851.5,10^-307.653,,,,,,,,,"[2733980, 2560836]",0
2733980,1,2560156,Vibrio virus JSF12,"",viruses,false,1.53013,3265,1,,,88.848,3228.0,10^-307.653,,,,,,,,,,0
2560836,1,2560156,Vibrio virus phi3,"",viruses,true,1.14584,2445,1,,,89.414,2475.0,10^-307.653,,,,,,,,,,0
2560154,2,2560154,Jedunavirus,"",viruses,true,0.394131,841,1,,,85.488,820.0,10^-307.653,,,,,,,,,[2562174],0
2562174,1,2560154,Klebsiella phage vB_KpnM_IME346,"",viruses,true,0.394131,841,1,,,85.488,820.0,10^-307.653,,,,,,,,,,0
2560124,2,2560124,Efquatrovirus,"",viruses,true,0.317742,678,1,,,92.236,644.0,10^-307.653,,,,,,,,,[2546632],0
2546632,1,2560124,Enterococcus phage vB_EfaS_Ef6.4,"",viruses,true,0.317742,678,1,,,92.236,644.0,10^-307.653,,,,,,,,,,0
2560112,2,2560112,Cetovirus,"",viruses,true,,,,,,,,,40.3828,86169,117,1,86169,32.3,220.0,10^-26.8356,[2508207],0
2508207,1,2560112,Vibrio phage KIT04,"",viruses,true,,,,,,,,,40.3828,86169,117,1,86169,32.3,220.0,10^-26.8356,,0
2560094,2,2560094,Asteriusvirus,"",viruses,true,2.64035,5634,9,,,95.0688,594.667,10^-267.989,,,,,,,,,"[2588085, 2267248, 1874688]",0
2588085,1,2560094,Escherichia phage vB_EcoM_phAPEC6,"",viruses,true,0.213703,456,1,,,95.981,423.0,10^-253.379,,,,,,,,,,0
2267248,1,2560094,Escherichia phage CMSTMSU,"",viruses,true,2.28184,4869,7,,,94.3927,665.571,10^-284.389,,,,,,,,,,0
1874688,1,2560094,Escherichia phage vB_Eco_slurp01,"",viruses,true,0.144812,309,1,,,98.889,270.0,10^-167.801,,,,,,,,,,0
2560086,2,2560086,Alcyoneusvirus,"",viruses,true,1.4678,3132,5,,,94.2232,594.6,10^-278.266,,,,,,,,,"[2767572, 2560545, 2560541]",0
2767572,1,2560086,Klebsiella phage Muenster,"",viruses,true,0.804665,1717,3,,,94.4,546.667,10^-292.753,,,,,,,,,,0
2560545,1,2560086,Klebsiella virus RaK2,"",viruses,true,0.186521,398,1,,,94.678,357.0,10^-205.42,,,,,,,,,,0
2560541,1,2560086,Klebsiella virus K64-1,"",viruses,true,0.476613,1017,1,,,93.238,976.0,10^-307.653,,,,,,,,,,0
2529408,2,2529408,Schaalia,"",bacteria,false,94.4214,201477,105,,,90.3136,1728.13,10^-298.913,,,,,,,,,"[2758572, 1660]",0
2758572,1,2529408,Schaalia sp. JY-X169,"",bacteria,false,93.143,198749,104,,,90.3933,1723.47,10^-298.829,,,,,,,,,,0
1660,1,2529408,Schaalia odontolytica,"",bacteria,false,1.27847,2728,1,,,82.015,2213.0,10^-307.653,,,,,,,,,,0
2490452,2,2490452,Serpentinomonas,"",bacteria,false,1.704,3636,4,,,92.328,765.75,10^-249.807,,,,,,,,,"[1458426, 1458425]",0
1458426,1,2490452,Serpentinomonas mccroryi,"",bacteria,false,0.408659,872,2,,,95.3365,375.5,10^-220.151,,,,,,,,,,0
1458425,1,2490452,Serpentinomonas raichei,"",bacteria,false,1.29534,2764,2,,,89.3195,1156.0,10^-279.462,,,,,,,,,,0
2321187,2,2321187,Poseidonibacter,"",bacteria,false,0.408659,872,1,,,87.259,675.0,10^-307.653,,,,,,,,,[1850254],0
1850254,1,2321187,Poseidonibacter parvus,"",bacteria,false,0.408659,872,1,,,87.259,675.0,10^-307.653,,,,,,,,,,0
2321114,2,2321114,Malaciobacter,"",bacteria,false,20.305,43327,39,,,91.9266,800.897,10^-271.417,9.6424,20575,30,1,20575,57.7,326.0,10^-104.398,"[1912871, 1080223, 603050, 197482]",0
1912871,1,2321114,Malaciobacter canalis,"",bacteria,false,1.04461,2229,3,,,93.3967,655.0,10^-274.421,,,,,,,,,,0
1080223,1,2321114,Malaciobacter pacificus,"",bacteria,false,6.93268,14793,19,,,93.286,502.789,10^-257.162,,,,,,,,,,0
603050,1,2321114,Malaciobacter mytili,"",bacteria,false,4.25156,9072,3,,,89.9017,1935.33,10^-307.653,,,,,,,,,,0
197482,1,2321114,Malaciobacter halophilus,"",bacteria,false,8.07618,17233,14,,,90.2007,993.643,10^-282.354,9.6424,20575,30,1,20575,57.7,326.0,10^-104.398,,0
2321113,2,2321113,Pseudoarcobacter,"",bacteria,false,11.9613,25523,26,,,90.243,827.846,10^-273.148,10.6205,22662,15,1,22662,72.5,349.0,10^-151.22,[1849015],0
1849015,1,2321113,Pseudoarcobacter acticola,"",bacteria,false,11.9613,25523,26,,,90.243,827.846,10^-273.148,10.6205,22662,15,1,22662,72.5,349.0,10^-151.22,,0
2321111,2,2321111,Aliarcobacter,"",bacteria,false,527.444,1125463,1167,8,906024,89.1833,2855.34,10^-279.237,40.5463,86518,102,3,86518,95.2618,493.108,10^-246.386,"[1935204, 1564138]",0
1935204,1,2321111,[Arcobacter] porcinus,"",bacteria,false,387.107,826012,851,4,716662,87.9894,3133.33,10^-277.879,40.5463,86518,102,3,86518,95.2618,493.108,10^-246.386,,0
1564138,1,2321111,Aliarcobacter faecis,"",bacteria,false,140.337,299451,316,4,189362,92.3983,2106.72,10^-282.896,,,,,,,,,,0
2316020,2,2316020,Mediterraneibacter,"",bacteria,false,29.6189,63201,65,,,93.2335,849.938,10^-269.165,,,,,,,,,"[33039, 33038]",0
33039,1,2316020,[Ruminococcus] torques,"",bacteria,false,14.2586,30425,37,,,92.9272,645.973,10^-260.214,,,,,,,,,,0
33038,1,2316020,[Ruminococcus] gnavus,"",bacteria,false,15.3603,32776,28,,,93.6382,1119.46,10^-280.994,,,,,,,,,,0
2304693,2,2304693,Pseudoclostridium,"",bacteria,false,1.10132,2350,2,,,92.0745,1163.0,10^-307.653,,,,,,,,,[84032],0
84032,1,2304693,Pseudoclostridium thermosuccinogenes,"",bacteria,false,1.10132,2350,2,,,92.0745,1163.0,10^-307.653,,,,,,,,,,0
2169643,2,2169643,Ithacavirus,"",viruses,true,1.08867,2323,1,,,91.381,2332.0,10^-307.653,,,,,,,,,[2419682],0
2419682,1,2169643,Klebsiella phage Pylas,"",viruses,true,1.08867,2323,1,,,91.381,2332.0,10^-307.653,,,,,,,,,,0
2169641,2,2169641,Baltimorevirus,"",viruses,true,0.282125,602,1,,,89.175,582.0,10^-299.215,,,,,,,,,[2218615],0
2218615,1,2169641,Ruegeria phage vB_RpoP-V21,"",viruses,true,0.282125,602,1,,,89.175,582.0,10^-299.215,,,,,,,,,,0
2094023,2,2094023,Glaesserella,"",bacteria,false,2.20873,4713,2,,,90.552,1055.5,10^-258.919,,,,,,,,,[738],0
738,1,2094023,Glaesserella parasuis,"",bacteria,false,2.20873,4713,2,,,90.552,1055.5,10^-258.919,,,,,,,,,,0
2082587,2,2082587,Parolsenella,"",bacteria,false,2.96325,6323,3,,,89.833,2152.0,10^-300.665,,,,,,,,,"[2003188, 1871022]",0
2003188,1,2082587,Parolsenella catena,"",bacteria,false,0.554877,1184,2,,,90.3105,562.0,10^-297.172,,,,,,,,,,0
1871022,1,2082587,Parolsenella massiliensis,"",bacteria,false,2.40837,5139,1,,,88.878,5332.0,10^-307.653,,,,,,,,,,0
2060094,2,2060094,Aminipila,"",bacteria,false,3.35972,7169,5,,,87.849,954.4,10^-303.507,,,,,,,,,"[2507160, 433296]",0
2507160,1,2060094,Aminipila sp. JN-18,"",bacteria,false,2.66004,5676,4,,,88.4737,967.75,10^-302.47,,,,,,,,,,0
433296,1,2060094,Aminipila butyrica,"",bacteria,false,0.699689,1493,1,,,85.35,901.0,10^-307.653,,,,,,,,,,0
2055880,2,2055880,Pseudescherichia,"",bacteria,false,4.40949,9409,4,,,87.13,1405.25,10^-302.469,,,,,,,,,[566],0
566,1,2055880,Pseudescherichia vulneris,"",bacteria,false,4.40949,9409,4,,,87.13,1405.25,10^-302.469,,,,,,,,,,0
2036021,2,2036021,Agarilytica,"",bacteria,false,0.242759,518,1,,,90.969,454.0,10^-241.684,,,,,,,,,[1737490],0
1737490,1,2036021,Agarilytica rhodophyticola,"",bacteria,false,0.242759,518,1,,,90.969,454.0,10^-241.684,,,,,,,,,,0
2035811,2,2035811,Pseudodesulfovibrio,"",bacteria,false,7.16091,15280,6,,,91.1835,1145.0,10^-273.989,,,,,,,,,"[182210, 57320]",0
